Id	idConcept	N1	N2	N3	N4	N5	N6	N7	UF1	UF2	UF3	UF4	UF5	UF6	UF7	UF8	RT1	RT2	RT3	RT4	RT5	RT6	RT7	RT8	RT9	RT10	RT11	RT12	RT13	RT14	RT15	RT16	RT17	RT18	RT19	RT20	RT21	RT22	RT23	RT24	RT25	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	
106	2059			Parthénios de Nicée					Parthénios																																	Partenio de Nicea(es)	Parthénios de Nicée(it)	Parthenios von Nicaea(de)	Parthenius of Nicaea(en)	Parthenius van Nicaea(nl)	بارثينوس نيقيا(ar)	1er s. av.J.C., écrit sur les mythes	
107	2147			Philon de Byzance																																						Filón de Bizancio(es)	Philon de Byzance(it)	Philon van Byzantium(nl)	Philon von Byzanz(de)	Philo of Byzantium(en)	فيلون البيزنطي(ar)	6e s. ap.J.C., paradoxographus	
108	1043		Ecrivains juifs						Écrivains juifs																																	Escritores judíos(es)	Jewish writers(en)	Joodse schrijvers(nl)	Jüdische Schriftsteller(de)	Scrittori ebrei(it)	كُتَّاب يهود(ar)		
109	76			Ahiqar					Ahikar																																	Achiqar(de)	Ahiqar(en)	Ahiqar(es)	Ahiqar(it)	Ahiqar(nl)	آحيقار(ar)	Sage assyro-araméen très connu dans les traditions de l'Antiquité proche-orientale, puisqu'il était mentionné par des textes juifs et grecs antiques. On ne peut cependant pas dire s'il a réellement existé. Il est le héros du Roman d'Ahiqar, une œuvre littéraire originaire de Mésopotamie antique, rédigée en araméen au plus tôt à la fin durant le dernier siècle de l'empire assyrien, le VIIe siècles av. J.-C.  (Wikipédia)	
110	1044		Ecrivains latins						Écrivains latins																																	Escritores latinos(es)	Latijnse schrijvers(nl)	Latin writers(en)	Römische Schriftsteller(de)	Scrittori latini(it)	كُتَّاب لاتينيون(ar)		
111	107			Alde Manuce																																						Alde Manuce(it)	Aldo Manucio(es)	Aldus Manutius(de)	Aldus Manutius(en)	Aldus Manutius(nl)	ألدوس مانوتيوس(ar)		
112	319			Apulée					Apulée de Madaure	Apuleius Madaurensis							Apologie Apul	Du monde Apul	Métamorphoses Apul																							Apulée(it)	Apuleius(de)	Apuleius(en)	Apuleius(nl)	Apuleo(es)	أبوليوس(ar)	125-170	
113	482			Aulu-Gelle					Aulu Gelle																																	Aulo-Gellio(es)	Aulu-Gelle(it)	Aulus Gellius(de)	Aulus Gellius(en)	Aulus Gellius(nl)	أولوس جيليوس(ar)	Grammairien (130-180)	
114	503			Avianus																																						Aviano(es)	Avianus(de)	Avianus(en)	Avianus(it)	Avianus(nl)	أفيانوس(ar)	5e s. ap.J.C., fabuliste	
115	506			Avienus					Rufus Festus Avienus																																	Avieno(es)	Avienus(de)	Avienus(en)	Avienus(it)	Avienus(nl)	أفيينوس(ar)	4e s. ap.J.C.	
