Id	idConcept	N1	N2	N3	N4	N5	N6	UF1	UF2	UF3	UF4	UF5	RT1	RT2	RT3	RT4	RT5	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	
389	12038			Electre S				Électre S	Sophocle     Electre				Sophocle					Electra S(en)	Electra S(es)	Electre S(it)	Elektra S(de)	Elektra S(nl)	إلكترا سوفوكليس(ar)		
390	12139			Hécube E				Euripide     Hécube					Euripide					Hecuba E(en)	Hécube E(es)	Hécube E(it)	Hekabe E(de)	Hekabe E(nl)	هيكوبا يوربيدس(ar)		
391	12140			Hélène E				Euripide     Hélène					Euripide					Helena E(de)	Helena E(es)	Helena E(nl)	Helen E(en)	Hélène E(it)	هيلين يوربيدس(ar)		
392	12141			Héraclès E				Euripide     Héraclès					Euripide					Heracles E(en)	Heracles E(es)	Héraclès E(it)	Herakles E(de)	Herakles E(nl)	هيراكليس يوربيدس(ar)		
393	12142			Héraclès furieux E									Euripide					Der wildgewordene Herakles E(de)	Héraclès furieux E(es)	Héraclès furieux E(it)	Heracles Mainomenos E(en)	Herakles Mainomenos E(nl)	هيراكليس المجنون يوربيدس(ar)		
394	12118			Hippolyte E				Euripide     Hippolyte					Euripide					Hipólito E(es)	Hippolyte E(it)	Hippolytos E(de)	Hippolytos E(nl)	Hippolytus E(en)	هيبوليتوس يوربيدس(ar)		
395	12151			Ion E				Euripide     Ion					Euripide					Ion E(de)	Ion E(en)	Ion E(es)	Ion E(it)	Ion E(nl)	يون يوربيدس(ar)		
396	12153			Iphigénie en Aulide E				Euripide     Iphigénie à Aulis					Euripide					Ifigenia en Aulide E(es)	Iphigenia at Aulis E(en)	Iphigenia en Aulis E(nl)	Iphigénie en Aulide E(it)	Iphigenie in Aulis E(de)	إفيغينيا في أوليس يوربيدس(ar)		
397	12154			Iphigénie en Tauride E				Euripide     Iphigénie en Tauride					Euripide					Ifigenia entre los Tauros E(es)	Iphigenia in Tauris E(en)	Iphigenia in Tauris E(nl)	Iphigénie en Tauride E(it)	Iphigenie im Taurerlande E(de)	إفيغينيا في تاورس(ar)		
398	12170			Le Cyclope E				Cyclope E	Euripide     Cyclope	Euripide     Le Cyclope			Euripide					Cycloop E(nl)	Cyclops E(en)	Der Kyklop E(de)	El Cíclope  E(es)	Le Cyclope E(it)	السيكلوب يوربيدس(ar)		
399	12180			Les Bacchantes E				Bacchantes E	Euridipe     Les Bacchantes				Euripide					Bacchanten E(nl)	Die Bakchen E(de)	Las Bacantes E(es)	Les Bacchantes E(it)	The Bacchae E(en)	الباخوسيات يوربيدس(ar)		
400	12190			Les Perses A				Eschyle     Les Perses	Perses A				Eschyle					De Persen A(nl)	Die Perser A(de)	Les Perses A(it)	Los Persas Es(es)	The Persians A(en)	الفرس اسخيلوس(ar)		
401	12191			Les Phéniciennes E				Euripide     Les Phéniciennes	Phéniciennes E				Euripide					Die Phönikerinnen E(de)	Fenicische Vrouwen E(nl)	Les Phéniciennes E(it)	Los Fenicios  E(es)	The Phoenician Women E(en)	الفينيقيات يوربيدس(ar)		
402	12192			Les Suppliantes A				Suppliantes					Eschyle					Die Schutzflehenden A(de)	Las Suplicantes E(es)	Les Suppliantes A(it)	Smekelingen A(nl)	The Suppliants A(en)	المستنجدات اسخيلوس(ar)		
403	12193			Les Suppliantes E				Euripide     Les Suppliantes	Suppliantes E				Euripide					Die Hilfeflehenden E(de)	Las Suplicantes E(es)	Les Suppliantes E(it)	Smekende Vrouwen E(nl)	The Suppliants E(en)	المستنجدات يوربيدس(ar)		
404	12195			Les Trachiniennes S				Sophocle     Les Trachiniennes	Trachiniennes S				Sophocle					Die Trachinierinnen S(de)	Las Traquinienses S(es)	Les Trachiniennes S(it)	The Trachiniae S(en)	Vrouwen van Trachis S(nl)	التراخينيا سوفوكليس(ar)		
405	12196			Les Troyennes E				Troyennes E					Euripide					Die Troerinnen E(de)	Las Troyanas E(es)	Les Troyennes E(it)	The Trojan Women E(en)	Trojaanse Vrouwen E(nl)	الطرواديون يوربيدس(ar)		
406	12250			Médée E				Euripide     Médée					Euripide					Medea E(de)	Medea E(en)	Medea E(nl)	Medea  E(es)	Médée E(it)	ميديا يوربيدس(ar)		
407	12274			Oedipe à Colone S				Sophocle     Oedipe à Colone					Sophocle					Edipo en Colono S(es)	Ödipus auf Kolonus S(de)	Oedipe à Colone S(it)	Oedipus at Colonus S(en)	Oedipus te Kolonos S(nl)	أوديب في كولونوس سوفوكليس(ar)		
408	12273			Oedipe roi S				Sophocle     Oedipe roi					Sophocle					Edipo rey S(es)	König Ödipus S(de)	Koning Oedipus S(nl)	Oedipe roi S(it)	Oedipus the King S(en)	أوديب الملك سوفوكليس(ar)		
409	12284			Oreste E				Euripide     Oreste					Euripide					Oreste E(it)	Orestes E(de)	Orestes E(en)	Orestes E(nl)	Orestes  E(es)	أورستيس يوربيدس(ar)		
410	12286			Orestie A				Eschyle     L'Orestie	Eschyle     Orestie	Orestie			Eschyle					Oresteia A(nl)	Orestia Es(es)	Orestie A(de)	Orestie A(it)	The Oresteia A(en)	أورستيا اسخيلوس(ar)		
411	11847				Agamemnon A			Eschyle     Agamemnon										Agamemnon A(de)	Agamemnon A(en)	Agamemnon A(it)	Agamemnon A(nl)	Agamenón Es(es)	أغاممنون اسخيلوس(ar)		
412	12066				Euménides A			Eschyle     Euménides										Die Eumeniden A(de)	Eumeniden A(nl)	Euménides A(it)	Euménides Es(es)	The Eumenides A(en)	ربات الغضب اسخيلوس(ar)		
413	11949				Les Choéphores A			Eschyle     Les Choéphores	Les Choéphores									Die Weihgussträgerinnen A(de)	Les Choéphores A(it)	Los Coéforos Es(es)	Offerplengsters A(nl)	The Libation Bearers A(en)	حاملات القرابين اسخيلوس(ar)		
414	12307			Philoctète S				Sophocle     Philoctète					Sophocle					Philoctète S(es)	Philoctète S(it)	Philoctetes S(en)	Philoctetes S(nl)	Philoktetes S(de)	فيلوكتيتس سوفوكليس(ar)		
415	12356			Prométhée enchaîné A				Eschyle     Prométhée enchaîné	Prométhée A				Eschyle					Prometeo encadenado E(es)	Prométhée enchaîné A(it)	Prometheus Bound A(en)	Prometheus Geboeid A(nl)	Prometheus in Fesseln A(de)	بروميثوس المقيَّد اسخيلوس(ar)		
416	12386			Sept contre Thèbes A				Eschyle     Les sept contre Thèbes	Sept contre Thèbes				Eschyle					Die Sieben gegen Theben A(de)	Sept contre Thèbes A(it)	Seven against Thebes A(en)	Siete contra Tebas  E(es)	Zeven tegen Thebe A(nl)	السبعة ضد طيبة اسخيلوس(ar)		
417	12399			Sphinx A									Eschyle					Sphinx A(de)	Sphinx A(en)	Sphinx A(es)	Sphinx A(it)	Sphinx A(nl)	أبو الهول اسخيلوس(ar)		
418	17887			tragédies latines														Latijnse tragedies(nl)	Roman tragedies(en)	Römische Tragödien(de)	tragedias latinas(es)	tragedie latine(it)	تراجيديات لاتينية(ar)		
419	11848				Agamemnon Sén								Sénèque le Philosophe					Agamemnon Sen(de)	Agamemnon Sen(en)	Agamemnon Sen(nl)	Agamemnon Sén(it)	Agamenón Sén(es)	اغاممنون سينكا(ar)		
420	12251				Médée Sén								Sénèque le Philosophe					Medea Sen(de)	Medea Sen(en)	Medea Sen(nl)	Medea Sén(es)	Médée Sén(it)	ميديا سينكا(ar)		
421	12470	manuscrits sur papyrus											papyrus	sources papyrologiques				manoscritti en papiro(it)	manuscripten op papyrus(nl)	manuscritos en papiros(es)	papyrus manuscript(en)	Papyrus-Manuskripte(de)	مخطوطات بُردية(ar)		
422	11845		Acta Alexandrinorum															Acta Alexandrinorum(en)	Acta Alexandrinorum(es)	Acta Alexandrinorum(it)	Acta Alexandrinorum(nl)	Alexandrinische Märtyrerakten(de)	مخطوطات الاسكندرية(ar)		
423	38522		Bibliothèque de Nag Hammadi					Manuscrits de Nag Hammadi					Nag Hammadi					Codici di Nag Hammâdi(it)	Manuscritos de Nag Hammadi(es)	Nag Hammadigeschriften(nl)	Nag Hammadi library(en)	Nag-Hammadi-Schriften(de)	مخطوطات نجع حمادي(ar)	Ensemble de treize codex de papyrus reliés en cuir, du milieu du IVe siècle. Retrouvés en 1945 dans la ville de Nag Hammadi au nord-ouest de Louxor par des paysans égyptiens, ils sont désormais conservés au musée copte du Caire. La majorité sont des écrits dits gnostiques, mais on trouve également trois textes de la tradition hermétique, dans la lignée du Corpus Hermeticum, et une traduction partielle de La République de Platon. 	
424	12223		Livre des Morts															ägyptische Totenbuch(de)	Dodenboek(nl)	Libro dei morti(it)	Libro de los muertos(es)	The Book of the Dead(en)	كتاب الأموات(ar)		
425	35929		Papyri d'Oxyrhynque					Papyrus d'Oxyrhynchos					papyrus grec					Oxyrhynchus Papyri(de)	Oxyrhynchus Papyri(en)	Oxyrhynchus Papyri(it)	Oxyrhynchus Papyri(nl)	Papiros de Oxirrinco(es)	برديات أوكسيرينخوس(ar)		
426	35930			Hellenica Oxyrhynchia				Helléniques d'Oxyrhynque										Hellenica Oxyrhynchia(en)	Hellenica Oxyrhynchia(it)	Hellenica Oxyrhynchia(nl)	Helleniká Oxyrhynchia(de)	Historiador de Oxirrinco(es)	أوكسيرينخوس يونانية(ar)		
427	178018		Papyri Graecae Magicae					papyrus grecs magiques					papyrus magique					Griekse magische papyri(nl)	Papiri magici greci(it)	Papiros mágicos griegos(es)	برديات سحرية يونانية(ar)				
428	178036		Papyrus Abbott										sources juridiques	papyrus hiératique				Abbott-papyrus(nl)	Papiro Abbott(it)	Papyrus Abbott(de)					
429	178039		Papyrus Anastasi																						
430	178033		Papyrus Bodmer										papyrus grec	papyrus copte											
431	178034		Papyrus d'Artémidore										papyrus grec					Papiro de Artemidoro(es)	Papiro di Artemidoro(it)						
432	178040		Papyrus d'El-Lahoun					Papyrus d'Al-Lahoun	Papyrus de Kahoun	Papyrus de Kahun	Papyrus de Lahoun	Papyrus d'Illahoun	papyrus hiératique	papyrus médical	El-Lahoun			Medizinische Papyri aus Lahun(de)	Papiros de Lahun(es)	برديات الكاهون(ar)					
433	178027		Papyrus d'Herculanum										philosophie grecque	sources philosophiques	papyrus grec	Herculanum		Herculanensische Papyri(de)	Papiri di Ercolano(it)	Papiros herculanos(es)					
434	12155		Papyrus d'Isocrate															Isocrate (papyrus)(it)	Isócrates (papiro)(es)	Isocrates (papyrus)(en)	Isocrates (papyrus)(nl)	Isokrates-Papyrus(de)	(إيسقراط (برديات(ar)		
435	178029		Papyrus d'Orbiney										papyrus hiéroglyphique												
436	178043		Papyrus de Berlin															Papiros de Berlín(es)	Perliner Papyrus(de)						
437	12294		Papyrus de Bubastos															Bubastis Papyrus(en)	Bubastis Papyrus(nl)	Bubastis-Papyrus(de)	Papiro de Bubastos(es)	Papyrus de Bubastos(it)	برديات بوبسطة(ar)		
438	178041		Papyrus de Derveni										poésie grecque antique	papyrus grec				Derveni papyrus(nl)	Derveni-Papyrus(de)	Papiro de Derveni(es)	Papiro di Derveni(it)				
439	178042		Papyrus de Leyde										papyrus grec					Leidener Papyrus X(de)	Leiden Papyrus X(nl)	Papiro X di Leida(it)					
440	177610		Papyrus Ebers										papyrus hiératique	papyrus médical				Ebers Papyrus(en)	Papiro Ebers(es)	Papiro Ebers(it)	Papyrus Ebers(de)	Papyrus Ebers(nl)		Le papyrus Ebers est l'un des plus anciens traités médicaux qui nous soit parvenu : il aurait été rédigé au XVIe siècle avant notre ère, pendant le règne d'Amenhotep Ier. Mais certains égyptologues donnent des dates plus récentes et citent plutôt le règne d'Amenhotep III au XIVe ou XVe siècle avant notre ère (date variable selon les égyptologues).  Découvert par Edwin Smith à Louxor en 1862, il fut acheté ensuite par l'égyptologue allemand Georg Moritz Ebers, à qui il doit son nom et sa traduction. Il est aujourd'hui conservé à la bibliothèque universitaire de Leipzig. (Wikipédia)	
441	178035		Papyrus Giessen 40										papyrus grec												
442	178030		Papyrus Harris										papyrus hiératique					Papiro Harris(it)	Papiro Harris I(es)	Papyrus Harris I(de)	Papyrus Harris I(nl)				
443	12292		Papyrus Hou															Hou Papyrus(en)	Hou Papyrus(nl)	Hou-Papyrus(de)	Papiro Hou(es)	Papyrus Hou(it)	برديات هو(ar)		
444	12293		Papyrus Philinna															Papiro Filina(es)	Papyrus Philinna(it)	Philinna Papyrus(en)	Philinna Papyrus(nl)	Philinna-Papyrus(de)	برديات فيلينا(ar)		
445	177612		Papyrus Prisse										papyrus hiératique					Papiro Prisse(es)	Papiro Prisse(it)	Papyrus Prisse(de)	Prisse Papyrus(en)			Le papyrus Prisse, découvert par Émile Prisse d'Avesnes, est l'un des plus anciens manuscrits connus du monde (environ -1900). Il est composé de deux traités de morale. Le premier, incomplet, s'intitule les Préceptes de Kagemni, vizir des rois Houni et Snéfrou. Le second est le livre des Maximes de Ptahhotep, vizir du pharaon Djedkarê Isési de la Ve dynastie. Ces deux textes datent probablement de la Ve dynastie. (Wikipédia)	
446	177608		Papyrus Rhind										mathématique	papyrus hiératique				Papiro de Ahmes(es)	Papiro di Rhind(it)	Papyrus Rhind(de)	Rhind Mathematical Papyrus(en)	Rhind-papyrus(nl)		Le papyrus Rhind est un célèbre papyrus de la deuxième période intermédiaire qui a été écrit par le scribe Ahmès. Son nom vient de l'Écossais Alexander Henry Rhind qui l'acheta en 1858 à Louxor, mais il aurait été découvert sur le site de la ville de Thèbes. Depuis 1865 il est conservé au British Museum (à Londres). Il est une des sources les plus importantes concernant les mathématiques dans l'Égypte antique. (Wikipédia)	
447	178038		Papyrus Sallier																						
448	177614		Papyrus Westcar															Papiro Westcar(es)	Papiro Westcar(it)	Papyrus Westcar(de)	Westcarpapyrus(nl)	Westcar Papyrus(en)		Le papyrus Westcar, du nom d'un voyageur britannique, Henry Westcar, qui le rapporta d'Égypte vers 1824 et le laissa à sa nièce, Miss Westcar, est un manuscrit que cette dernière offrit à Karl Richard Lepsius en 1838. À la mort de l'égyptologue, en 1886, le manuscrit fut enregistré à l'Ägyptisches Museum de Berlin sous le numéro 3033. Ce papyrus est daté, d'après la main du scribe, fin de la période Hyksôs et donc de la fin de la XVIIe ou du début de la XVIIIe dynastie. Mais concernant la date de composition du récit, la langue utilisée suggère de la situer entre le début de la XIIIe et le début de la XVIIIe dynastie. (Wikipédia)	
449	12276	œuvres artistiques											processus créatif					Kunstwerke(de)	kunstwerken(nl)	Obras artísticas(es)	Opere artistiche(it)	Works of art(en)	منجزات فنية(ar)		
450	150735		arts textiles															artes textiles(es)	textielkunst(nl)	textile arts(en)	Textilkunst(de)	منسوجات(ar)			
451	150737			Tapisserie de Bayeux				Tapisserie de la reine Mathilde	Telle du Conquest				Guillaume le Conquérant					Arazzo di Bayeux(it)	Bayeux Tapestry(en)	Tapijt van Bayeux(nl)	Tapiz de Bayeux(es)	Teppich von Bayeux(de)	نسيج بايو(ar)	Broderie du XIe siècle décrivant les événements clés de la conquête normande de l'Angleterre par Guillaume, duc de Normandie de 1064 à 1066.	
452	12463		bijoux										bijou					gioielli(it)	jewels(en)	joyas(es)	juwelen(nl)	Schmuckstücke(de)	مجوهرات(ar)		
453	151137		génie civil															Bauingenieurwesen(de)	civiele techniek(nl)	civil engineering(en)	ingegneria civile(it)	ingeniería civil(es)		Terme de regroupement pour des ouvrages spécifiques. Pour le domaine des travaux publics se reporter au micro thésaurus Sujets	
454	150047			Chaussée Jules-César									voie romaine					Chaussée Jules César(en)	طريق جول سيزار(ar)					Voie romaine qui reliait Lutèce (Paris) à Rotomagus (Rouen) et à Juliobona (Lillebonne). Elle fait partie, sous la forme d’un embranchement de la Via Agrippa de l'Océan, des quatre Via Agrippa construites par Marcus Vipsanius Agrippa du temps de l'empereur Auguste. (Wikipédia)	
455	12247			Mur d'Hadrien				Vallum Aelium										Hadrianswall(de)	Hadrian's Wall(en)	Mur d'Hadrien(it)	Muro de Adriano(es)	Muur van Hadrianus(nl)	سور هارديان(ar)		
456	12349			Pont du Gard									aqueduc	pont				Pont du Gard(de)	Pont du Gard(en)	Pont du Gard(it)	Pont du Gard(nl)	Puente del Gard(es)	جسر دي غار (ar)		
457	17554			Voie Appienne				via Appia					voie romaine					Appian Way(en)	vía apia(es)	via appia(it)	Via Appia(de)	Via Appia(nl)	طريق أبيا(ar)		
458	17555			Voie Augustéenne				via augusta					voie romaine					Augustan Way(en)	vía augusta(es)	via augustea(it)	Via Augustea(de)	Via Augustea(nl)	طريق أوغستيا(ar)		
459	17556			Voie Aurélienne									voie romaine					Aurelian Way(en)	Via Aurelia(de)	Via Aurelia(nl)	via aureliana(it)	vía aureliana(es)	طريق أورليا(ar)		
460	151138			Voie d'Agrippa				via Agrippa										Via Agrippa(de)	Via Agrippa(en)	Via Agrippa(es)	Via Agrippa(it)				
461	17558			Voie Domitienne				via Domitia					voie romaine					Domitian Way(en)	vía domiciana(es)	Via Domitia(de)	Via Domitia(nl)	via domiziana(it)	طريق دوميتيا(ar)		
462	17562			Voie Egnatienne				via egnatia					voie romaine					via egnatia(en)	via egnatia(it)	Via Egnatia(de)	Via Egnatia(nl)	vía egnatiana(es)	طريق إغناتيا(ar)	Suite de la voie trajane, depuis Egnatia, en Italie méridionale, jusqu'à Byzance (BL)	
463	17559			Voie Laurentine									voie romaine					via laurentina(en)	via laurentina(it)	Via Laurentina(de)	Via Laurentina(nl)	vía laurentina(es)	طريق لورينتينا(ar)		
464	28391			Voie Sacrée				via Sacra					voie romaine					via sacra(it)	Via Sacra(de)	Via Sacra(en)	Via Sacra(nl)	vía sacra(es)	طريق مُقدسّة(ar)		
465	17561			Voie Salaria									voie romaine					Salaria Way(en)	via salaria(it)	Via Salaria(de)	Via Salaria(nl)	vía salaria(es)	طريق سالاريا(ar)	Voie romaine qui traversait le Forum Romanum d’Est en Ouest, de la Regia au Comitium et la Curie (Wikipedia)	
466	151134			Voie Tiburtine				Via Tibutina										Via Tiburtina(de)	Via Tiburtina(en)	Via Tiburtina(nl)	Via Tiburtina Valeria(it)				
467	35494			Voie Trajane				via Traiana					voie romaine					Via Trajana(nl)	طريق تراجان(ar)					De Benevent à Brindisi	
468	12468		manuscrits										manuscrit					manoscritti(it)	manuscripten(nl)	manuscripts(en)	manuscritos(es)	Manuskripte(de)	مخطوطات(ar)		
469	11929			Bible de Bamberg									Bible	manuscrit latin				Bamberg Bible(en)	Bamberger Bibel(de)	Bible de Bamberg(it)	Biblia de Bamberg(es)	Bijbel van Bamberg(nl)	إنجيل بامبيرغ(ar)		
470	12218			Livre de Kells									manuscrit latin					Book of Kells(de)	Book of Kells(en)	Book of Kells(nl)	Libro de Kells(es)	Livre de Kells(it)	كتاب كيلز(ar)		
471	12364			Psautier Barberini									manuscrit grec					Barberini Psalter(nl)	Barberini-Psalter(de)	Barberini-Psalter(en)	Psautier Barberini(it)	Salterio Barberini(es)	زَبُور بربريني(ar)		
472	12243		monuments										édifice					Monumente(de)	monumenten(nl)	monumenti(it)	monumentos(es)	monuments(en)	صروح(ar)	Terme de regroupement. Ne pas utiliser pour l'indexation.	
473	11881			Ara Pacis				Autel de la Paix					Rome					Ara Pacis(de)	Ara Pacis(en)	Ara Pacis(es)	Ara Pacis(it)	Ara Pacis(nl)	هيكل السلام(ar)	Monument de la Rome antique édifié par le premier empereur romain Auguste entre 13 et 9 av. J.-C., en l'honneur de Pax, déesse de la Paix. Il se trouve sur la Via Flaminia dans la zone septentrionale du Champ de Mars, dédiée à la célébration des victoires romaines. (Wikipédia)	
474	150247			Arc d'Orange									arc de triomphe					Arco de triunfo de Orange(es)	Arco di Orange(it)	Triomfboog van Orange(nl)	Triumphal Arch of Orange(en)	قوس النصر في أورانج(ar)		Arc monumental romain du début du Iᵉʳ siècle, qui marque l'entrée nord d'Arausio sur la Via Agrippa. (Wikipédia) 	
475	11882			Arc de Trajan									arc de triomphe					Arc de Trajan(it)	Arco de Trajano(es)	Boog van Trajanus(nl)	Trajan's Arch(en)	Trajansbogen(de)	قوس تراجان(ar)		
476	11913			Autel de Pergame				Frise de Télèphe										altaar van Pergamon(nl)	Altar de Pérgamo(es)	Autel de Pergame(it)	Great Altar of Pergamon(en)	Pergamonaltar(de)	مذبح برغام(ar)		
477	35838			Colisée									Rome					Coliseo de Roma(es)	Colosseo(it)	Colosseum(en)	Colosseum(nl)	Kolosseum(de)	كولوسيوم(ar)		
478	11962			Colonne trajane														Colonne trajane(it)	Columna trajana(es)	Trajan's Column(en)	Trajanssäule(de)	Zuil van Trajanus(nl)	عمود تراجان(ar)		
479	151136			Maison Carrée														Maison Carrée(de)	Maison Carrée(en)	Maison Carrée(es)	Maison Carrée(it)	Maison Carrée(nl)		Temple romain hexastyle édifié au début du Ier siècle après J-C à Nîmes, dans le Gard. (Wikipédia)	
480	151135			maisons pompéiennes																					
481	150493				Maison du Faune								Mosaïque d'Alexandre	Pompéi				Casa del Fauno(es)	Casa del Fauno(it)	Haus des Fauns(de)	House of the Faun(en)	Huis van de Faun(nl)	بيت الفاون في بومبي(ar)		
482	151055				Villa des mystères													Mysterienvilla(de)	Villa dei misteri(it)	Villa de los Misterios(es)	Villa of the Mysteries(en)			Villa située à l’extrême périphérie de Pompéi, à environ 300 m de la porte d'Herculanum. Grandiose de par ses proportions et célèbre en raison de son superbe cycle de fresques, cette villa fut construite aux environs du IIe siècle av. J.-C. puis rénovée et embellie à l’époque impériale. (ES d'après Wikipédia)	
483	151125			Mausolée d'Auguste																					
484	150480			Panthéon (Rome)				مجمع الآلهة					Rome					Panteón de Agripa(es)	Pantheon (Rom)(de)	Pantheon (Rome)(en)	بانثيون(ar)			Edifice religieux antique bâti à Rome sur l'ordre d'Agrippa (Ier siècle av. J.-C.). Endommagé par plusieurs incendies, il fut entièrement reconstruit sous Hadrien (début du IIe siècle). (Wikipédia)	
485	35188			Parthénon														Partenon(es)	Partenone(it)	Parthenon(de)	Parthenon(en)	Parthenon(nl)	بارثينون(ar)		
486	177946			Ramasséum																					
487	178241			Théâtre de Dionysos														Dionysostheater(de)	Dionysustheater(nl)	Teatro de Dioniso(es)	Teatro di Dioniso(it)	Theatre of Dionysus(en)		Le théâtre de Dionysos est un des théâtres de la Grèce antique, considéré comme le berceau du théâtre grec antique et de la tragédie. Il est situé sur le versant sud-est de l'acropole d'Athènes. (Wikipédia)	
488	150263			Théâtre de Lillebonne														Lillebonne Gallo-Roman theatre(en)	مسرح ليلبون(ar)						
489	11510			Villa d'Hadrien				Villa Adriana	Villa Hadriana	Villa Hadrienne								Hadrian's Villa(en)	Villa Adriana(de)	Villa Adriana(es)	Villa Adriana(it)	Villa Hadriana(nl)		Villa antique bâtie par l'empereur Hadrien au IIe siècle. Située sur le territoire de la frazione de Villa Adriana à Tivoli (l'ancienne Tibur), à une trentaine de kilomètres de Rome, elle figure parmi les ensembles monumentaux les plus riches de l'Antiquité. Elle est répartie sur une surface de 120 hectares, dont environ 40 sont visibles de nos jours. (Wikipédia)	
490	12469		mosaïques										mosaïque	mosaïste	atelier de mosaïste			mosaici(it)	mosaicos(es)	mosaics(en)	Mosaike(de)	mozaïeken(nl)	فسيفسائيات(ar)		
491	12245			Mosaïque Barberini				Mosaïque du Nil	Mosaïque nilotique de Palestrina									Barberini Mosaic(en)	Barberini Mozaïek(nl)	Barberinisches Mosaik(de)	Mosaico Barberini(es)	Mosaico Barberini(it)	فسيفساء باربريني(ar)	Mosaïque antique, dite Barberini, représentant l'inondation du Nil, formant jadis le pavage de l'abside du Temple de la Fortune à Préneste, conservée actuellement au palais baronal Barberini (Museo Prenestino-Barberini), à Palestrina. (Gallica)	
492	150491			Mosaïque d'Alexandre				Mosaïque de la bataille d'Alexandre					Maison du Faune	Pompéi				Alexander Mosaic(en)	Alexandermosaik(de)	Alexandermozaïek(nl)	Mosaico de Issos(es)	Mosaico di Alessandro(it)	فسيفساء الاسكندر(ar)	Mosaïque de sol découverte en 1831 à Pompéi dans la maison du Faune. (Wikipédia)	
493	12246			Mosaïque d'Orphée														Mosaico de Orfeo(es)	Mosaïque d'Orphée(it)	Orpheus mosaic(en)	Orpheusmosaik(de)	Orpheus Mozaïek(nl)	فسيفساء أورفي(ar)		
494	150261			Mosaïque de Lillebonne														Lillebonne mosaic(en)	Mosaico de Lillebonne(es)	فسيفساء ليلبون(ar)				Mosaïque d’époque romaine, trouvée en 1870 à Lillebonne, ancienne Juliobona. Lors de sa découverte, elle mesurait 8,56 m sur 6,80 m. On estime qu'elle date de la fin du IIIe ou du IVe siècle. (Wikipédia)	
495	12471		peintures															Gemälde(de)	paintings(en)	pinturas(es)	pitturi(it)	schilderijen(nl)	رسومات(ar)		
496	12472		sculptures										sculpture					beeldhouwwerken(nl)	esculturas(es)	sculptures(en)	sculturi(it)	Skulpturen(de)	منحوتات(ar)		
497	11874			Apollon du Belvédère														Apollon du Belvédère(it)	Apollo of Belvedere(en)	Apollo van Belvedère(nl)	Apollo von Belvedere(de)	Apolo de Belvedere(es)	تمثال أبولو بلفيدير(ar)	Copie romaine en marbre de l'époque antonine d'après un original grec en bronze habituellement attribué à Léocharès, sculpteur de la deuxième moitié du IVe siècle av. J.-C. Elle représente le dieu Apollon en marche, tenant à la main ce qui était probablement un arc. Elle est exposée au musée Pio-Clementino (musées du Vatican) sous le numéro 1015. (Wikipédia)	
498	11912			Aurige de Delphes														Auriga de Delfos(es)	Aurige de Delphes(it)	Charioteer of Delphi(en)	Wagenlenker von Delphi(de)	Wagenmenner van Delphi(nl)	تمثال سائق العربة (ar)	Célèbres sculpture de l'époque classique conservée au Musée archéologique de Delphes et datée, grâce à son inscription, entre deux jeux panhelléniques, soit en 478, soit en 474, soit entre 470 et 467 av. J.-C. (d'après Wikipédia)	
499	38521			Bronzes de Riace				Guerriers de Riace					bronze					Bronces de Riace(es)	Bronzen van Riace(nl)	Bronzestatuen von Riace(de)	Bronzi di Riace(it)	Riace bronzes(en)	تماثيل رياتشي البرونزية(ar)	Les Bronzes de Riace sont deux sculptures grecques en bronze datées du Ve siècle av. J.-C et conservées au musée national de Reggio de Calabre.	
500	11933			Calendrier de Coligny				Calendrier gaulois										Calendario de Coligny(es)	Calendario di Coligny(it)	Coligny Calendar(en)	Coligny-kalender(nl)	Kalender von Coligny(de)	تقويم كولينيي(ar)	Grande table de bronze du IIe siècle, trouvée à Coligny (Ain), dont les inscriptions se sont révélées être celles d'un calendrier en langue gauloise. Il est exposé au Musée gallo-romain de Fourvière à Lyon. (Wikipédia)	
501	155938			Camée d'Athénion														Athenion Cameo(en)	Athenion Kamee(de)	Cammeo di Athenion(it)				Camée, signé par Athénion, représentant Zeus sur un quadrige foudroyant les Titans et conservé au Musée archéologique de Naples (inv. n°25848).	
502	11935			Camée Marlborough														Camafeo Marlborough(es)	Camée Marlborough(it)	Camée Marlborough(nl)	Marlborough gem(en)	Marlborough Gemme(de)	جزع مارلبورو(ar)		
503	11947			Cheval de Troie														Caballo de Troya(es)	Cheval de Troie(it)	Trojaans Paard(nl)	Trojan Horse(en)	Trojanische Pferd(de)	حصان طروادة(ar)		
504	11948			Chevaux de Saint-Marc														Caballos de San Marcos(es)	Chevaux de Saint-Marc(it)	Horses of Saint Mark(en)	Paarden van San Marco(nl)	Quadriga des Markusdom(de)	أحصنة سان مارك(ar)	Quatre statues antiques de chevaux de cuivre coulé faisant partie d'un quadrige qui ornait autrefois l'Hippodrome de Constantinople. Les Vénitiens les enlevèrent en 1204 et les placèrent sur une galerie, au-dessus de la porte principale de la basilique Saint-Marc de Venise.	
505	38518			Chimère d'Arezzo														Chimaera van Arezzo(nl)	Chimäre von Arezzo(de)	Chimera di Arezzo(it)	Chimera of Arezzo(en)	Quimera de Arezzo(es)	خَيْمَر أريزو(ar)	Statue étrusque en bronze, découverte en 1553 à Arezzo, en Toscane, près de la porte San Lorentino lors de la construction de la forteresse médicéenne. Elle est conservée au musée archéologique national de Florence. (d'après Wikipédia)	
