Id	idConcept	N1	N2	N3	N4	N5	N6	UF1	UF2	UF3	UF4	UF5	RT1	RT2	RT3	RT4	RT5	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	
135	12436				Titanomachie													Titanomachie(de)	Titanomachie(it)	Titanomachie(nl)	Titanomachy(en)	Titanomaquia(es)	صراع التيتان(ar)		
136	35845			Épopée de Gilgamesh									littérature mésopotamienne					Epic of Gilgamesh(en)	Epopea di Gilgamesh(it)	Epopeya de Gilgamesh(es)	Gilgameš-Epos(de)	Gilgamesj-epos(nl)	ملحمة جلجامش(ar)		
137	35849			Forma Urbis Romae				Forma Urbis	Forma Urbis Severiana									Forma Urbis(es)	Forma Urbis Romae(de)	Forma Urbis Romae(en)	Forma Urbis Romae(nl)	Forma Urbis Severiana(it)	خارطة فورما يوربي روما(ar)	Carte de la Rome antique en marbre, réalisée sous le règne de l'empereur Septime Sévère, entre 203 et 211.	
138	12111			Géoponiques														Geoponica(de)	Geoponica(en)	Geoponica(nl)	Geopónicos(es)	Géoponiques(it)	جيوبونيك(ar)		
139	12119			Histoire Auguste														Histoire Auguste(it)	Historia Augusta(de)	Historia Augusta(en)	Historia Augusta(es)	Historia Augusta(nl)	هيستوريا أوغستا(ar)		
140	12128			Homélies clémentines														Clementian Homelies(en)	Clementijnse homilieën(nl)	Homelías clementinas(es)	Homelien des Clemens(de)	Homélies clémentines(it)	هوميلي كليمنتين(ar)		
141	12138			Hymnes homériques														Himnos homéricos(es)	Homeric Hymns(en)	Homerische hymnen(nl)	Homerische Hymnen(de)	Hymnes homériques(it)	أناشيد هوميرية(ar)		
142	12134				Hymne homérique à Apollon													Himno homérico a Apolo(es)	Homeric Hymn to Apollo(en)	Homerische hymne aan Apollo(nl)	Homerische Hymne auf Apollon(de)	Hymne homérique à Apollon(it)	أناشيد هوميرية لأبولو(ar)		
143	12135				Hymne homérique à Déméter													Himno homérico a Demeter(es)	Homeric Hymn to Demeter(en)	Homerische hymne aan Demeter(nl)	Homerische Hymne auf Demeter(de)	Hymne homérique à Déméter(it)	أناشيد هوميرية لديميتير(ar)		
144	35846			Itinéraire d'Antonin				Itinerarium Antonini Augusti										Antonine Itinerary(en)	Itinerario antonino(it)	Itinerario Antonino(es)	Itinerarium Antonini(de)	Itinerarium Antonini(nl)	دليل سفر أنطوان(ar)		
145	35841			Les Mille et une nuits				Contes des Mille et Une nuits	Le Livre des Mille et une nuits				littérature arabe					Duizend-en-één-nacht(nl)	Las mil y una noches(es)	Le mille e una notte(it)	One Thousand and One Nights(en)	Tausendundeine Nacht(de)	ألف ليلة و ليلة(ar)		
146	12281			Oracles chaldaïques														Chaldaean Oracles(en)	Chaldäischen Orakel(de)	Chaldaïsche orakels(nl)	Oracles chaldaïques(it)	Oráculos caldaicos(es)	نبوءات كلدانية(ar)		
147	12282			Oracles sibyllins				Livres sibyllins										Oracles sibyllins(it)	Oráculos sibilinos(es)	Sybilline Oracles(en)	Sybillinischen Orakel(de)	Sybillische orakels(nl)	نبوءات سيبيل(ar)		
148	155752			Pauvre homme de Nippur				Pauvre hère de Nippur					littérature mésopotamienne					El Hombre Pobre de Nippur(es)	Il pover'uomo di Nippur(it)	Poor Man of Nippur(en)				Titre de la seule oeuvre satirique connue mésopotamienne. Anonyme.	
149	12368			Périple de la Mer Erythrée														Périple de la Mer Erythrée(it)	Periplo del Mar Eritreo(es)	Periplus Maris Erythraei(de)	Periplus Maris Erythraei(nl)	periplus of the Erythraean Sea(en)	الطواف حول البحر الأريتيري(ar)		
150	12302			Pervigilium veneris														Pervigilium veneris(de)	Pervigilium veneris(en)	Pervigilium veneris(es)	Pervigilium veneris(it)	Pervigilium veneris(nl)	سَهَر فينوس(ar)		
151	12376			Roman d'Alexandre														Alexanderroman(de)	Alexanderroman(nl)	Alexander Romance(en)	Novela de Alejandro(es)	Roman d'Alexandre(it)	قصة الاسكندر(ar)	Historia Alexandri Magni	
152	12410			Table de Peutinger														Peutingersche Tafel(de)	Peutinger Table(en)	Peutinger tafel(nl)	Tabla de Peutinger(es)	Table de Peutinger(it)	لوحة بوتينغير(ar)		
153	12411			Tabula siarensis														Tabula siarensis(de)	Tabula siarensis(en)	Tabula siarensis(es)	Tabula siarensis(it)	Tabula siarensis(nl)	لوح سيارينسيس(ar)		
154	12421			Testament du Lingon														Testament des Lingonen(de)	Testament du Lingon(it)	Testamento del Lingon(es)	Testament of the Lingone(en)	Testament van Lingon(nl)	وصية لينغون(ar)	Texte gaulois	
155	35851		Corpus d'inscriptions															corpus van inscripties(nl)	مدونات منقوشة(ar)						
156	35852			Corpus inscriptionum latinarum				CIL	Corpus inscriptionum latinarum									Corpus Inscriptionum Latinarum(de)	Corpus Inscriptionum Latinarum(en)	Corpus Inscriptionum Latinarum(es)	Corpus Inscriptionum Latinarum(it)	Corpus Inscriptionum Latinum(nl)	مدونات نقوش لاتينية(ar)		
157	17793		Poésies										poésie					Dichtung(de)	poesías(es)	poesie(it)	Poetry.(en)	poëzie(nl)	شِعر(ar)		
158	150255			chansons de geste														cantares de gesta(es)	canzoni di gesta(it)	chansons de geste(de)	chansons de geste(en)	chansons de geste(nl)	أغاني البطولة(ar)	Récit versifié en décasyllabes ou, plus tardivement, en alexandrins, assonancés regroupés en laisses, relatant des exploits guerriers appartenant au passé. (Wikipédia) 	Terme de regroupement, ne pas l'utiliser pour l'indexation (PM).
159	150257				Chanson de Roland													Cantar de Roldán(es)	Chanson de Roland(it)	Roelantslied(nl)	Rolandslied(de)	The Song of Roland(en)	أغاني رولاند(ar)	Poème épique et chanson de geste du XIIe siècle attribuée parfois à Turold. Elle relate, trois siècles après, le combat fatal du chevalier Roland, marquis des marches de Bretagne et de ses fidèles preux contre une armée Vasconne à la bataille de Roncevaux en représailles au pillage de Pampelune. (Wikipédia)	
160	150489				Geste des Lorrains			Geste des Loherains										أغاني لورين(ar)						Cycle de cinq chansons de geste anonymes datant des XIIe et XIIIe siècles. Rédigées en lorrain roman, elles totalisent environ soixante mille vers. (Wikipédia)	
161	17788			épopées									épopée					epen(nl)	Epic Poetry.(en)	Epische Dichtung(de)	epopee(it)	epopeyas(es)	ملاحم(ar)		
162	11885				Argonautiques A R			Apollonios de Rhodes     Argonautiques	Argonautiques				Apollonios de Rhodes					Argonautica A R(de)	Argonautica A R(en)	Argonautica A R(nl)	Argonáuticas A R(es)	Argonautiques A R(it)	أرغونوتيكا أ ر(ar)		
163	12013				Dionysiaques Non								Nonnos					Dionisíacas Non(es)	Dionysiaca Non(en)	Dionysiaka Non(de)	Dionysiaka Non(nl)	Dionysiaques Non(it)	ملحمة ديونيزياك(ar)		
164	150524				Enuma Elish													ملحمة الخلق البابلية(ar)						Épopée babylonienne de la création du monde. (wikipédia)	
165	12149				Iliade Hom			Homère     Iliade	Iliade				Homère	poésie homérique				Ilíada Hom(es)	Iliade Hom(it)	Iliad Hom(en)	Ilias Hom(de)	Ilias Hom(nl)	إلياذة هوميروس(ar)		
166	12272				Odyssée Hom			Homère     Odyssée					Homère	poésie homérique				Odisea Hom(es)	Odysee Hom(nl)	Odyssee Hom(de)	Odyssée Hom(it)	Odyssey Hom(en)	أوديسة هوميروس(ar)		
167	12383				Scholies à Hom								Homère					Escolios de Hom(es)	Scholia Hom(nl)	Scholia on Homer(en)	Scholien zu Homer(de)	Scholies à Hom(it)	تعقيببات هوميروس(ar)		
168	12432				Théogonie Hés			Hésiode     Théogonie					Hésiode					Teogonía Hes(es)	Theogonie Hes(de)	Theogonie Hes(nl)	Théogonie Hés(it)	Theogony Hes(en)	ثيوغوني لِـ هيسيود(ar)		
169	12441				Travaux et jours Hés								Hésiode					Trabajos y días Hes(es)	Travaux et jours Hés(it)	Werken en Dagen Hes(nl)	Werke und Tage Hes(de)	Works and Days Hes(en)	الأعمال و الأيام لِـ هيسيود(ar)		
170	35807			poésies arabes									poésie arabe					Arabische poëzie(nl)	شعر عربي(ar)						
171	17882			poésies grecques									poésie grecque antique					Greek Poetry(en)	Griechische Gedichte(de)	Griekse poëzie(nl)	poesías griegas(es)	poesie greche(it)	شِعر إغريقي(ar)		
172	38612				Alexandra Lyc													Alessandra Lic(it)	أليكساندرا ليك(ar)						
173	12137				Hymnes Call								Callimaque					Himnos Cal(es)	Hymnen Call(de)	Hymnen Call(nl)	Hymnes Call(it)	Hymns Call(en)	أناشيد كاليماخوس(ar)		
174	11915					Bain de Pallas Call												Bain de Pallas Call(it)	Baño de Palas Calí(es)	Das Bad der Pallas Call(de)	Het Bad Van Pallas Call(nl)	The Bath of Pallas Call(en)	بان دو بالاس(ar)		
175	12136					Hymne à Délos Call												Het Eiland Delos Call(nl)	Himno a Delos Cal(es)	Hymne à Délos Call(it)	Hymne auf Delos Call(de)	Hymn to Delos Call(en)	نشيد ديلوس(ar)		
176	12148				Idylles Théoc			Idylles Theoc	Théocrite     Idylles				Théocrite					Idilios Teó(es)	Idyllen Theo(nl)	Idyllen Theok(de)	Idylles Théoc(it)	Idylls Theoc(en)	إيديلّا ثيوقريطيس(ar)		
177	12156				Isthmiques Pi			Pindare     Isthmiques					Pindare					Isthmiques Pi(it)	Isthmische Oden Pi(de)	Isthmische Oden Pi(nl)	Isthmyan Odes Pi(en)	Istmicos Pí(es)	إيستمينيك بنداروس(ar)		
178	12270				Néméennes Pi			Pindare     Néméennes					Pindare					Nemeanas Pí(es)	Nemean Odes Pi(en)	Néméennes Pi(it)	Nemeische Oden Pi(de)	Nemeïsche Oden Pi(nl)	نيميونيك بنداروس(ar)		
179	12279				Olympiques Pi			Pindare     Olympiques					Pindare					Olímpicas Pí(es)	Olympian Odes Pi(en)	Olympiques Pi(it)	Olympische Oden Pi(de)	Olympische Oden Pi(nl)	أولمبيونك بنداروس(ar)		
180	12365				Pythiques Pi			Pindare     Pythiques					Pindare					Píticas Pí(es)	Pythian Odes Pi(en)	Pythiques Pi(it)	Pythische Oden Pi(de)	Pythische Oden Pi(nl)	بيثينيك بنداروس(ar)		
181	17881			poésies latines														poesías latinas(es)	poesie latine(it)	Roman Poetry(en)	Romeinse poëzie(nl)	Römische Gedichte(de)	شعر لاتيني(ar)		
182	11854				Amphitryon Plaut								Plaute					Amphitryon Plaut(de)	Amphitryon Plaut(en)	Amphitryon Plaut(it)	Amphitryon Plaut(nl)	Anfitrión Plaut(es)	أمفتريو بلاوتوس(ar)		
183	11883				Argonautique Val F								Valerius Flaccus					Argonautica Val F(de)	Argonautica Val F(en)	Argonautica Val F(nl)	Argonáutica Val F(es)	Argonautique Val F(it)	أرغونوتيكا فاليريوس فالكوس(ar)		
184	11907				Art d'aimer Ov								Ovide					Ars Amatoria Ov(de)	Ars Armatoria Ov(nl)	Art d'aimer Ov(it)	Arte de amar Ov(es)	The Art of Love Ov(en)	فن الحب أوفيد(ar)		
185	11931				Bucoliques Verg			Eglogues					Virgile					Bucólicas Virg(es)	Bucolica Verg(de)	Bucolica Verg(nl)	Bucoliques Verg(it)	Eclogues Verg(en)	أناشيد الرعاة فرجيل(ar)		
186	12042				Enéide Verg			Enéide	Énéïde Verg	Virgile     Enéide			Virgile					Aeneid Verg(en)	Aeneis Verg(de)	Aeneis Verg(nl)	Eneida Virg(es)	Enéide Verg(it)	 الإنياذة فرجيل(ar)		
187	12096				Fables Phaed								Phèdre (poète)					Fabeln Phaed(de)	Fabels Phaed(nl)	Fables Phaed(en)	Fables Phaed(it)	Fábulas Fed(es)	فابل فِدروس (ar)		
188	12112				Géorgiques Verg								Virgile					Geórgicas Virg(es)	Georgica Verg(de)	Georgica Verg(nl)	Georgics Verg(en)	Géorgiques Verg(it)	جورجيكا فرجيل(ar)		
189	12161				L'Aululaire Plaut								Plaute					Aulularia Plaut(de)	Aulularia Plaut(en)	Aulularia Plaut(nl)	El Aulular Plaut(es)	L'Aululaire Plaut(it)	جرَّة الذهب بلاوتوس(ar)		
190	12162				La Comédie de l'âne Plaut								Plaute					Asinaria Plaut(de)	Asinaria Plaut(en)	Asinaria Plaut(nl)	La Comedia de los asnos Plaut(es)	La Comédie de l'âne Plaut(it)	كوميديا الحمير بلاوتوس(ar)		
191	19531				La Moselle Aus								Ausone					La Mosella Aus(es)	La Moselle Aus(it)	Mosella Aus(de)	Mosella Aus(en)	Mosella Aus(nl)	لاموزيل أوسونيوس(ar)		
192	12172				Le Soldat fanfaron Plaut								Plaute					Der prahlerische Soldat Plaut(de)	El Soldado fanfarrón Plaut(es)	Le Soldat fanfaron Plaut(it)	Miles Gloriosus Plaut(en)	Miles Gloriosus Plaut(nl)	الجندي المغرور بلاوتوس(ar)		
193	12181				Les Captifs Plaut								Plaute					Captivi Plaut(de)	Captivi Plaut(nl)	Les Captifs Plaut(it)	Los Cautivos Plaut(es)	The Captives Plaut(en)	السجناء بلاوتوس(ar)		
194	12184				Les Fastes Ov			Fastes Ov					Ovide					Fasti Ov(de)	Fasti Ov(en)	Fasti Ov(nl)	Les Fastes Ov(it)	Los Fastos Ov(es)	الروزنامة أوفيد(ar)		
195	12261				Métamorphoses Ov			Métamorphoses (Les)	Ovide     Métamorphoses				Ovide					Metamorfosen(nl)	Metamorfosis Ov(es)	Metamorphosen Ov(de)	Metamorphoses Ov(en)	Métamorphoses Ov(it)	التحولات أوفيد(ar)		
196	12271				Odes Hor			Horace     Odes					Horace (poète)					Odas Hor(es)	Oden Hor(de)	Oden Hor(nl)	Odes Hor(en)	Odes Hor(it)	أناشيد هوراس(ar)		
197	12300				Persan Plaut								Plaute					Persan Plaut(it)	Persa Plaut(de)	Persa Plaut(en)	Persa Plaut(es)	Persa Plaut(nl)	الفارسي بلاوتوس(ar)		
198	24075				Satires Juv								Juvénal					Sátiras Juv(es)	Satiren Juv(de)	Satiren Juv(nl)	Satires Juv(en)	Satires Juv(it)	هِجاء جوفينال(ar)		
199	12381				Satiricon Pétr			Satiricon Petr					Pétrone					Satiricón Petr(es)	Satiricon Pétr(it)	Satyricon Petr(en)	Satyricon Petr(nl)	Satyrikon Petr(de)	ساتيريكون بترونيوس(ar)		
200	12429				Thébaïde Stat								Stace					Tebaide Est(es)	Thébaïde Stat(it)	Thebaid Stat(en)	Thebais Stat(de)	Thebaïs Stat(nl)	 طيبة ستاتيوس(ar)		
201	246184		Textes akkadiens										littérature akkadienne					Akkadian texts(en)	Akkadische teksten(nl)	Akkadische Texte(de)	Testi accadici(it)	Textos en acadio(es)			
202	246185			Légende du Roi de Kutha									sources littéraires											texte littéraire où le scribe fait parler Naram-Sîn pour montrer que la désobéissance aux décrets des dieux est une grave impiété qui peut conduire à une catastrophe. Le fond du sujet est la guerre que le roi soutint contre les envahisseurs barbares et en particulier les Gutis, ce qui est l'occasion de beaux vers épiques et sanglants. (Mésopotamie le 26.11.2018)	
203	150170		Textes égyptiens															Egyptian texts(en)	نُصوص مصرية(ar)						
204	150168			Lamentations d'Ipou-Our				Lamentations d'Ipouour	Prophéties d'Ipou-Our									Admonitions of Ipuwer(en)	Klagen des Ipuwer(de)	Lamentazioni di Ipuwer (it)	Lamentos de Ipuur(es)	رثاء إيبوإير(ar)			
205	17790		Textes grecs										sources grecques					Greek texts(en)	Griechische Texte(de)	Griekse teksten(nl)	Testi greci(it)	Textos griegos(es)	نصوص إغريقية(ar)		
206	11852			Alexiade				Anne Comnène     Alexiade					Anne Comnène					Alexiad(en)	Alexiada(es)	Alexiade(de)	Alexiade(it)	Alexiade(nl)	أليكسيادا(ar)		
207	11878			Apologie de Socrate X									Xénophon					Apología de Sócrates X(es)	Apologie de Socrate X(it)	Apologie dse Sokrates X(de)	Apologie van Socrates X(nl)	Apology of Socrates X(en)	دفاع سقراط كسينوفون(ar)		
208	11917			Banquet X									Xénophon					Banquete X(es)	Banquet X(it)	Gastmahl X(de)	Symposion X(nl)	Symposium X(en)	المأدُبة كسينوفون(ar)		
209	24066			Bibliothèque d'Apollodore									Apollodore d'Athènes					Biblioteca de Apolodoro(es)	Bibliotheca(en)	Bibliotheca(nl)	Bibliothek Apollodors(de)	Bibliothèque d'Apollodore(it)	مكتبة أبولودور(ar)		
210	17791			comédies									comédie					comedias(es)	Comedies(en)	comédies(it)	Komedies(nl)	Komödien(de)	كوميديات(ar)		
211	12160				L'Assemblée des femmes Ar			Aristophane L'Assemblée des femmes	Assemblée des femmes Ar				Aristophane					Die Weibervolksversammlung Ar(de)	La Asamblea de las mujeres Ar(es)	L'Assemblée des femmes Ar(it)	The Assemblywomen Ar(en)	Vrouwenparlement Ar(nl)	برلمان النساء أريستوفان(ar)		
212	12163				La Paix Ar			Aristophane     La Paix	La Paix				Aristophane					Der Frieden Ar(de)	De Vrede Ar(nl)	La Paix Ar(it)	La Paz Ar(es)	Peace Ar(en)	السلام أريستوفانِس(ar)		
213	12165				La Samienne Mén			Ménandre     La Samienne					Ménandre					Das Mädchen aus Samos Men(de)	La Samienne Men(es)	La Samienne Mén(it)	Meisje van Samos Men(nl)	The Girl from Samos Men(en)	فتاة ساموس ميناندر(ar)		
214	12171				Le Dyscolos Mén			Ménandre     Le Dyscolos					Ménandre					Der Menschenhasser Men(de)	Dyskolos Men(nl)	El Díscolos Men(es)	Le Dyscolos Mén(it)	The Grouch Men(en)	ديسكولوس مناندر(ar)		
215	12179				Les Acharniens Ar			Acharniens Ar	Aristophane     Les Acharniens				Aristophane					De Acharniërs Ar(nl)	Die Acharner Ar(de)	Les Acharniens Ar(it)	Los Acarnianos Ar(es)	The Acharnians Ar(en)	أهل أخارناي أريستوفان(ar)		
216	19620				Les Achéens Mén								Ménandre					De Achaeërs Men(nl)	Die Achaier Men(de)	Les Achéens Mén(it)	Los Acaeanos Men(es)	The Achaeans Men(en)	الآخيون مناندر(ar)		
217	12182				Les Cavaliers Ar			Aristophane Les Cavaliers	Cavaliers Ar	Les Cavaliers			Aristophane					De Ridders Ar(nl)	Die Ritter Ar(de)	Les Cavaliers Ar(it)	Los Caballeros Ar(es)	The Knights Ar(en)	الفرسان أريستوفان(ar)		
218	12185				Les Grenouilles Ar			Aristophane     Les Grenouilles	Grenouilles Ar	Les     Grenouilles			Aristophane					De Kikkers Ar(nl)	Die Frösche Ar(de)	Las Ranas Ar(es)	Les Grenouilles Ar(it)	The Frogs Ar(en)	الضفادع أريستوفان(ar)		
219	12186				Les Guêpes Ar			Aristophanes     Les Guêpes	Guêpes Ar	Les     Guêpes			Aristophane					De Wespen Ar(nl)	Die Wespen Ar(de)	Las Avispas Ar(es)	Les Guêpes Ar(it)	The Wasps Ar(en)	الدبابير أريستوفان(ar)		
220	12188				Les Nuées Ar			Aristophane     Les Nuées	Les     Nuées	Nuées	Nuées Ar		Aristophane					De Wolken Ar(nl)	Die Wolken Ar(de)	Las Nubes Ar(es)	Les Nuées Ar(it)	The Clouds Ar(en)	السُّحب أريستوفان(ar)		
221	12189				Les Oiseaux Ar			Aristophane     Les Oiseaux	Oiseaux Ar				Aristophane					De Vogels Ar(nl)	Die Vögel Ar(de)	Les Oiseaux Ar(it)	Los Pájaros Ar(es)	The Birds Ar(en)	الطيور أريستوفان(ar)		
222	12194				Les Thesmophories Ar			Aristophane     Les Thesmophories	Les     Thesmophories	Thesmophories Ar			Aristophane					Die Thesmophoriazusen Ar(de)	Las Tesmoforias Ar(es)	Les Thesmophories Ar(it)	Thesmophoriazusae Ar(en)	Vrouwen vieren de Thesmophoria Ar(nl)	الثيسموفوريا أريستوفان(ar)		
223	12238				Lysistrate Ar			Aristophane     Lysistrata					Aristophane					Lisístrata  Ar(es)	Lysistrata Ar(de)	Lysistrata Ar(en)	Lysistrata Ar(nl)	Lysistrate Ar(it)	ليسيستراتا أريستوفان(ar)		
224	12342				Ploutos Ar			Aristophane     Ploutos					Aristophane					De Rijkdom Ar(nl)	Der Reichtum Ar(de)	Ploutos Ar(es)	Ploutos Ar(it)	Wealth Ar(en)	بلوتوس أريستوفان(ar)		
225	35840			Corpus hippocratique				Canon hippocratique	Collection hippocratique				Hippocrate	École de Cnide				Corpus Hippocraticum(de)	Corpus Hippocraticum(it)	Corpus Hippocraticum(nl)	Hippocratic Corpus(en)	Tratados hipocráticos(es)	مجموعة أبقراط(ar)		
226	35927				Epidémies Hp			De morbis Hp	Les Epidémies									Epidemieën Hp(nl)	الأوبئة(ar)						
227	11978			Cynégétique X									Xénophon					Cinegética X(es)	Cynégétique X(it)	Hunting with Dogs X(en)	Kynegetikos X(de)	Kynegetikos X(nl)	فن الصيد(ar)		
228	11997			De la musique Aristid Q									Aristide Quintilien					De la música Aristid Q(es)	De la musique Aristid Q(it)	On music Aristid Q(en)	Over Muziek Aristid Q(nl)	Über die Musik Aristid Q(de)	من موسيقى أريستيد كينتيليانوس(ar)		
229	11998			De la musique Plu									Plutarque					De la música Plu(es)	De la musique Plu(it)	On music Plu(en)	Over Muziek Plu(nl)	Über die Musik Plu(de)	من موسيقى بلو(ar)		
230	11990			De la Trinité Did									Didyme l'Aveugle					De la Trinidad Did(es)	De la Trinité Did(it)	De trinitate Did(de)	De trinitate Did(en)	De Trinitate Did(nl)	من ثالوث ديديم الأعمى(ar)		
231	12002			Deipnosophistes Ath				Athénée     Deipnosophistes					Athénée					Deipnosofistas Ate(es)	Deipnosophistae Ath(en)	Deipnosophistae Ath(nl)	Deipnosophistai Ath(de)	Deipnosophistes Ath(it)	مأدبة الحكماء أثينايوس(ar)		
232	12005			Description de la Grèce Paus				Graeciae descriptio	Périégèse	Περιήγησις τὴς Ἑλλάδος			Pausanias					Beschreibung Griechenlands Paus(de)	Beschrijving van Griekenland Paus(nl)	Descripción de Grecia Paus(es)	Description de la Grèce Paus(it)	Description of Greece Paus(en)	وصف اليونان بوسانياس(ar)		
233	12015			Discours sacrés Aristid									Aelius Aristide					Discours sacrés Aristid(it)	Discursos sagrados Aristid(es)	Heilige Reden Aristid(de)	Sacred Tales Aristid(en)	خُطَب مقدسة أريستيد(ar)			
234	12032			Economique X									Xénophon					Económico X(es)	Economique X(it)	Oeconomicus X(en)	Oikonomikos X(de)	Oikonomikos X(nl)	الاقتصاد المنزلي كسينوفون(ar)		
235	24392			Eléments Euc									Euclide					Die Elemente Euc(de)	Elementen Euc(nl)	Elementos Euc(es)	Elements Euc(en)	Eléments Euc(it)	العناصر إقليدس(ar)		
236	12110			Géographie Str														Die Geographie Str(de)	Geografía Str(es)	Geografie Str(nl)	Géographie Str(it)	The Geography Str(en)	جغرافيا سترابون(ar)		
237	12115			Harangues D				Démosthène     Harangues					Démosthène					Arengas D(es)	Harangues D(it)	Political orations D(en)	Reden vor der Volksversammlung D(de)	Redevoeringen D(nl)	خُطَب ديموستيني(ar)		
238	12127			Hiéron X									Xénophon					Hieron Jen(es)	Hieron X(de)	Hieron X(nl)	Hiéron X(it)	Hiero X(en)	الاستبداد كسينوفون(ar)		
239	35926			Iliou persis				Iliupersis	Sac de Troie									Iliupersis(nl)	حقيبة طروادة(ar)					Epopée perdue de la Grèce antique, attribuée à Arctinos de Milet	
240	12252			Mémorables X				Xénophon     Mémorables					Xénophon					Memorabilia X(nl)	Memorabilia  X(en)	Memorabilien X(de)	Memorables X(es)	Mémorables X(it)	ذكريات كسينوفون(ar)		
241	12277			Oeuvres morales Plu				Moralia Plu	Plutarque     Moralia				Plutarque					Moralia(nl)	Moralia Plu(de)	Moralia Plu(en)	Obras morales Plu(es)	Oeuvres morales Plu(it)	أعمال أخلاقية بلوتارك(ar)		
242	11918				Banquet des sept sages Plu								Plutarque					Banquet des sept sages Plu(it)	Banquete de los siete sabios Plu(es)	Dinner of the Seven Wise Men Plu(en)	Gastmahl der sieben Weisen Plu(de)	Symposion van de Zeven Wijzen Plu(nl)	محفل الحكماء السبعة بلوتارك(ar)		
243	11982				De facie Plu								Plutarque					De facie Plu(es)	De facie Plu(it)	De Facie Plu(nl)	On the Face Which Appears in the Orb of the Moon Plu(en)	Über das Mondgesicht Plu(de)	من الوجه بلوتارك(ar)		
244	12173				Le démon de Socrate Plu			Plutarque     Le démon de Socrate					Plutarque					Das Daimonion des Sokrates Plu(de)	De Genio Socratis Plu(nl)	El demonio de Sócractes Plu(es)	Le démon de Socrate Plu(it)	On the sign of Socrates Plu(en)	شيطان سقراط بلوتارك(ar)		
245	35842				Sur Isis et Osiris Plu			De Isis et Osiris Plu										Over Isis en Osiris Plu(nl)	عن إيزيس و أوزيريس بلوتارك(ar)						
246	12280			Olynthiennes D				Démosthène     Olynthiennes					Démosthène					Olintianos D(es)	Olynthiacs D(en)	Olynthiennes D(it)	Olynthische Reden D(de)	Olynthische redevoeringen D(nl)	حوارات أوليثيانية ديموستيني(ar)		
247	12369			Périégèse Paus									Pausanias					Periegese Paus(de)	Periegese Paus(nl)	Périégèse Paus(it)	Periegesis Paus(en)	Periégesis Paus(es)	كتاب وصف اليونان بوسونياس(ar)		
248	12366			Périple Han				Périple d'Hannon					Hannon					Périple Han(it)	Periplo Han(es)	Periplus Han(de)	Periplus Han(en)	Periplus Han(nl)	رحلة حانون(ar)		
249	12306			Philippiques D				Démosthène     Philippiques					Démosthène					Filípicas D(es)	Filippische redevoeringen D(nl)	Philippic speeches D(en)	Philippiques D(it)	Philippische Reden D(de)	حوارات الفليليبيك ديموستيني(ar)		
250	12320			Plaidoyers civils D				Démosthène     Plaidoyers civils					Démosthène					Defensas civiles D(es)	Gerichtsreden D(de)	Judicial speeches D(en)	Plaidoyers civils D(it)	Verdedigingsreden D(nl)	خطابات قضائية ديموستيني(ar)		
251	12321			Plaidoyers politiques D				Démosthène     Plaidoyers politiques					Démosthène					Defensas políticas D(es)	Plaidoyers politiques D(it)	Political speeches D(en)	politieke redevoeringen D(nl)	politische Reden D(de)	خطابات سياسية ديموستين(ar)		
252	12374			Revenus X									Xénophon					Athenaion Politeia X(en)	Poroi X(nl)	Revenus J(es)	Revenus X(it)	Über die Staatseinkünfte X(de)	إيرادات كسينوفون(ar)	De vectigalibus	
253	24412			Romans grecs									roman					Greek novels(en)	griechische Romane(de)	Griekse romans(nl)	Novelas griegas(es)	romans grecs(it)	روايات يونانية(ar)		
254	24414				Chaeréas et Callirhoé Charito								Chariton de Lampsaque					Chaereas and Callirhoe Charito(en)	Chaeréas et Callirhoé Charito(es)	Chaeréas et Callirhoé Charito(it)	Chaireas und Kallirhoe Charito(de)	Chareas en Callirhoe Charito(nl)	مغامرات خيرياس و كاليروني(ar)		
255	24076				Daphnis et Chloé Longus								Longus					Dafnis y Cloe Longo(es)	Daphnis and Chloe Longus(en)	Daphnis en Chloë Longus(nl)	Daphnis et Chloé Longus(it)	Daphnis und Chloe Longus(de)	دافنيس و كلوي لونغوس(ar)		
256	22780				Ethiopiques Hld			Théagène et Chariclée					Héliodore érot					Aethiopica Hld(en)	Aethiopika Hld(de)	Aethiopika Hld(nl)	Ethiopiques Hld(it)	Etiópicos Hld(es)	إثيوبيكا هيليودور(ar)		
257	24413				Leucippe et Clitophon Ach T								Achille Tatius érot					Léucipo y Clitofón Aqui T(es)	Leucippe et Clitophon Ach T(it)	Leukippe and Kleitophon Ach T(en)	Leukippe en Kleistophon Ach T(nl)	Leukippe und Kleistophon Ach T(de)	ليكيبين و كليستوفون أخيل تاتيوس(ar)		
258	12405			Sur la Chersonèse D				Démosthène     Sur la Chersonèse					Démosthène					On the Chersonese D(en)	Over Chersonesos D(nl)	Rede über den Chersones D(de)	Sobre la Chersonese D(es)	Sur la Chersonèse D(it)	عن شبه الجزيرة ديموستيني(ar)		
259	12406			Sur la Paix D				Démosthène     Sur la Paix					Démosthène					On the Peace D(en)	Over de Vrede D(nl)	Rede über den Frieden D(de)	Sobre la Paz D(es)	Sur la Paix D(it)	عن السلام ديموستيني(ar)		
260	18549			Textes historiques grecs														Greek historical texts(en)	Griechische Historische Texte(de)	Griekse historische teksten(nl)	Textes historiques grecs(it)	Textos históricos griegos(es)	نصوص تاريخية يونانية(ar)		
