URI;rdf:type;localURI;identifier;arkId;skos:prefLabel@de;skos:prefLabel@en;skos:prefLabel@ar;skos:prefLabel@es;skos:prefLabel@fr;skos:prefLabel@el;skos:prefLabel@he;skos:prefLabel@it;skos:prefLabel@nl;skos:prefLabel@ru;skos:altLabel@de;skos:altLabel@en;skos:altLabel@ar;skos:altLabel@es;skos:altLabel@fr;skos:altLabel@el;skos:altLabel@he;skos:altLabel@it;skos:altLabel@nl;skos:altLabel@ru;skos:hiddenLabel@de;skos:hiddenLabel@en;skos:hiddenLabel@ar;skos:hiddenLabel@es;skos:hiddenLabel@fr;skos:hiddenLabel@el;skos:hiddenLabel@he;skos:hiddenLabel@it;skos:hiddenLabel@nl;skos:hiddenLabel@ru;skos:definition@de;skos:definition@en;skos:definition@ar;skos:definition@es;skos:definition@fr;skos:definition@el;skos:definition@he;skos:definition@it;skos:definition@nl;skos:definition@ru;skos:scopeNote@de;skos:scopeNote@en;skos:scopeNote@ar;skos:scopeNote@es;skos:scopeNote@fr;skos:scopeNote@el;skos:scopeNote@he;skos:scopeNote@it;skos:scopeNote@nl;skos:scopeNote@ru;skos:note@de;skos:note@en;skos:note@ar;skos:note@es;skos:note@fr;skos:note@el;skos:note@he;skos:note@it;skos:note@nl;skos:note@ru;skos:historyNote@de;skos:historyNote@en;skos:historyNote@ar;skos:historyNote@es;skos:historyNote@fr;skos:historyNote@el;skos:historyNote@he;skos:historyNote@it;skos:historyNote@nl;skos:historyNote@ru;skos:editorialNote@de;skos:editorialNote@en;skos:editorialNote@ar;skos:editorialNote@es;skos:editorialNote@fr;skos:editorialNote@el;skos:editorialNote@he;skos:editorialNote@it;skos:editorialNote@nl;skos:editorialNote@ru;skos:changeNote@de;skos:changeNote@en;skos:changeNote@ar;skos:changeNote@es;skos:changeNote@fr;skos:changeNote@el;skos:changeNote@he;skos:changeNote@it;skos:changeNote@nl;skos:changeNote@ru;skos:example@de;skos:example@en;skos:example@ar;skos:example@es;skos:example@fr;skos:example@el;skos:example@he;skos:example@it;skos:example@nl;skos:example@ru;skos:notation;skos:narrower;narrowerId;skos:broader;broaderId;skos:related;relatedId;skos:exactMatch;skos:closeMatch;geo:lat;geo:long;geo:gps;skos:member;iso-thes:subGroup;iso-thes:superOrdinate;owl:deprecated;dcterms:isReplacedBy;foaf:Image;dcterms:source;dcterms:created;dcterms:modified
https://ark.frantiq.fr/ark:/26678/crtplbM5GJdJi;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=246240&idt=TH_1;246240;26678/crtplbM5GJdJi;natürliches Milieu;natural environment;;medio natural;milieu naturel;;;ambiente naturale;;;;biotope##habitat;;entorno natural##medio ambiente natural;biotope##environnement naturel##espace naturel;;;ambiente biofisico##biotopo;;;;;;;;;;;;;;;;;type de lieu de vie défini par des caractéristiques physiques et chimiques déterminées relativement uniformes. Ce milieu héberge un ensemble de formes de vie composant la biocénose : flore, faune, fonge (champignons), et des populations de micro-organismes. il englobe toutes les choses vivantes et non vivantes qui se produisent naturellement dans un environnement défini, une nature qui n'est pas artificielle. Cet environnement englobe l'interaction de toutes les espèces vivantes, du climat, du temps et des ressources naturelles qui affectent la vie. (WP le 13.12.2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtZ1NStSd183;15660;https://ark.frantiq.fr/ark:/26678/pcrt9Y2UzXnNSo;27427;https://ark.frantiq.fr/ark:/26678/pcrtT2H2KjqBcU##https://ark.frantiq.fr/ark:/26678/pcrtulsoB7pgV7;14717##15060;https://www.wikidata.org/wiki/Q175208;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2018-12-13;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrtwgs4iTyrnS;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=246242&idt=TH_1;246242;26678/pcrtwgs4iTyrnS;Ökosystem;ecosystem;نظام بيئي;ecosistema;écosystème;;;ecosistema;ecosysteem;;;ecological system;;;écosystèmes;;;;;;;;;;;;;;;;;The whole formed by a community of living beings interacting (biocenosis) with their environment (biotope). (from the Wikipedia french article  écosystème , 2024-05-03);;;Ensemble formé par une communauté d'êtres vivants en interaction (biocénose) avec leur environnement (biotope). (d'après l'article  écosystème  en français de Wikipédia, 2024-05-03);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2024-05-03 : réduction de la définition.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrt9Y2UzXnNSo;27427;;;https://www.wikidata.org/wiki/Q37813;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2018-12-14;2024-05-03
https://ark.frantiq.fr/ark:/26678/pcrtqOnvbkSUvu;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=246756&idt=TH_1;246756;26678/pcrtqOnvbkSUvu;räumliche Einheiten;spatial entities;;entidades espaciales;entités spatiales;;;entità spaziali;;;;geometric extents##spatial data;;;;;;;;;;;;;;;;;;;;This branch concerns spatial entities that can be observed in physical reality, such as elements of the natural landscape or the non-built environment. They may be impacted or result from human activity. (according to the DARIAH Backbone Thesaurus, v. 1.2.8);;;Cette branche concerne les entités spatiales, observables dans la réalité physique, comme les éléments du paysage naturel ou de l'environnement non bâti. Elles peuvent être impactées ou résulter de l'activité humaine. (d'après le DARIAH Backbone Thesaurus, v. 1.2.8);;;;;;;"This term classifies kinds of designations and definitions of spatial extents based on either geometric expressions or spatial properties of observable features -like mountains, lakes, buildings, cities, etc. -and social constructs -referring to the spatial extent of of territories that fall within the jurisdiction of some geopolitical or other administrative unit. NOTE: The terms listed as Geometric extents can be coordinated with the suitable type of phenomenal place, in the sense of CRMgeo, classified accordingly under Physical Features, Built Environment or Geopolitical Units. [1] Hiebel, G.H, Doerr, M. (2013). An ontological spatio-temporal refinement for the CIDOC CRM and GIS standards. 19th Annual meeting of the European Association of Archaeologists (EAA2013) 2013, Pilsen, Czech Republic, 4-8 September 2013, p. 20. (validé le 06/08/2019)";;;Concept de niveau supérieur, utiliser de préférence des concepts plus spécifiques.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtYhDNuZnkql##https://ark.frantiq.fr/ark:/26678/pcrtalh7hthddu##https://ark.frantiq.fr/ark:/26678/pcrt62rcqt2bt8##https://ark.frantiq.fr/ark:/26678/pcrtdwqtqwm39m;246757##246758##253860##253961;;;;;https://vocabs.dariah.eu/bbt/Concept/0000049;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2019-09-17;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrtYhDNuZnkql;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=246757&idt=TH_1;246757;26678/pcrtYhDNuZnkql;räumliche Weiten;surface areas;;extensiones espaciales;étendues spatiales;;;estensioni spaziali;;;;spatial layout;;;;;;;;;;;;;;;;;;;;;;;Cette branche concerne les entités spatiales bidimensionnelles/planes observables dans la réalité physique. Celles-ci peuvent être mitoyennes d'une ou plusieurs autres étendues bidimensionnelles ou y être incluse. (d'après le DARIAH Backbone Thesaurus, v. 1.2.8);;;;;;;The term classifies quantities expressing the extent of a two dimensional feature, figure or shape defined by a connected sequence of x,y coordinate pairs/points, where the first and last coordinate pair/points are the same and all others are unique, thus forming a polygon. The latter can have a shared geometry, i.e. boundaries that are in common with a neighboring polygon. Surface areas can be seen as contiguous projections onto some reference space. Examples of such areas are enclosed spaces like dams, islands, country boundaries and so on. NOTE: The kind of Physical feature, Built environment or Geopolitical unit providing the geometric extent -i.e. a lake, a stadium, a prefecture -can be specified by coordinating this term with the suitable feature type, such as “surface areas of Physical features/ Built environments/ Geopolitical units”. (BBT V1.2.3);;;Concept de niveau supérieur, utiliser de préférence des concepts plus spécifiques.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtg00vcKiNAp##https://ark.frantiq.fr/ark:/26678/pcrtTxG9hMhZd7##https://ark.frantiq.fr/ark:/26678/pcrtDAGnvZa9az##https://ark.frantiq.fr/ark:/26678/pcrthQAINOX0GB##https://ark.frantiq.fr/ark:/26678/pcrtYJe0Kp7hmm##https://ark.frantiq.fr/ark:/26678/pcrt5scrzxmbxqs6t6g41hs0##https://ark.frantiq.fr/ark:/26678/pcrt54xtwv08kxp2fhzwq301##https://ark.frantiq.fr/ark:/26678/pcrtptwjv3f3qxfqpfbqn93g##https://ark.frantiq.fr/ark:/26678/pcrtr3bjv9htvnzk619ms301;14647##16462##16528##16973##17263##264805##354362##354403##354413;https://ark.frantiq.fr/ark:/26678/pcrtqOnvbkSUvu;246756;;;https://vocabs.dariah.eu/bbt/Concept/0000051;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2019-09-17;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrtalh7hthddu;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=246758&idt=TH_1;246758;26678/pcrtalh7hthddu;Punkte (Raum);points;;puntos (espacio);points (espace);;;punti;;;;;;;;;;;;;;;;;;;;;;;;;;;Cette branche concerne les entités spatiales représentant une position observable dans la réalité physique, indépendamment de leur étendue spatiale réelle. (d'après le DARIAH Backbone Thesaurus, v. 1.2.8);;;;;;;This term classifies zero-dimensional geometric primitives, representing the position [1] of the centroid of a particular feature, on a given surface –irrespective of its actual spatial extent –depending on the scale of the representation (the smaller the scale, the more likely it is for a feature to be thus represented), convenience and the type of feature the points stand for [2]. [1] The OpenGIS, Abstract Specification, Topic 5: Features [2] https://docs.qgis.org/2.8/en/docs/gentle_gis_introduction/vector_data.html#figure-geometry-point NOTE: The terms listed as points can be coordinated with the suitable type of phenomenal place -in the sense of CRMgeo [1] -classified under the hierarchies of Physical Features, Built Environment or Geopolitical Units. (BBT V1.2.3) (en);;;Concept de niveau supérieur, utiliser de préférence des concepts plus spécifiques.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSKvPhI0dHJ;16991;https://ark.frantiq.fr/ark:/26678/pcrtqOnvbkSUvu;246756;;;https://vocabs.dariah.eu/bbt/Concept/0000050;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2019-09-17;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrt62rcqt2bt8;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=253860&idt=TH_1;253860;26678/pcrt62rcqt2bt8;volumetrische Einheiten;3D volumes;;entidades volumétricas;entités volumétriques;;;entità volumetriche;;;;3D objects;;;;;;;;;;;;;;;;;;;;This branch concerns volumetric spatial entities that can be observed in physical reality. These are not necessarily solids but reflect a tangible environmental reality. (according to the DARIAH Backbone Thesaurus, v. 1.2.8);;;Cette branche concerne les entités spatiales volumétriques observables dans la réalité physique. Celles-ci ne sont pas nécessairement des solides mais reflètent une réalité environnementale tangible. (d'après le DARIAH Backbone Thesaurus, v. 1.2.8);;;;;;;This term characterizes physical features or material objects extending in three dimensions/ defined along three axes of a Euclidean space . They can –but need not –be solid and can be reduced to three dimensional polyhedra. NOTE: The kind of Physical feature, Built environment or Geopolitical unit providing the geometric extent -i.e. the bed of a lake filled with water, the volume occupied by a building, or the Exclusive Economic Zone of a sovereign state represented in terms of a 3D volume -can be specified by coordinating this term with the suitable feature type, such as “surface areas of Physical features/ Built environments/ Geopolitical units”. (BBT V1.2.3) (en);;;Concept de niveau supérieur, utiliser de préférence des concepts plus spécifiques.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtffeVX6Zg7Q##https://ark.frantiq.fr/ark:/26678/pcrtLf3Bt5nKRt##https://ark.frantiq.fr/ark:/26678/pcrtn3BBd5J1Kd##https://ark.frantiq.fr/ark:/26678/pcrt9PJh9aTXv4##https://ark.frantiq.fr/ark:/26678/pcrtUpINzuzVc6##https://ark.frantiq.fr/ark:/26678/pcrtVhTRix41ic##https://ark.frantiq.fr/ark:/26678/pcrtSu7E2Qh0Xv##https://ark.frantiq.fr/ark:/26678/pcrtx8jkmjkjtt##https://ark.frantiq.fr/ark:/26678/pcrt9Y2UzXnNSo;13438##13717##150111##16952##17013##20641##21375##264720##27427;https://ark.frantiq.fr/ark:/26678/pcrtqOnvbkSUvu;246756;;;https://vocabs.dariah.eu/bbt/Concept/0000052;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2020-04-09;2024-05-03
https://ark.frantiq.fr/ark:/26678/pcrtdwqtqwm39m;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=253961&idt=TH_1;253961;26678/pcrtdwqtqwm39m;geradlinige Weiten;linear extents;;extensiones lineales;étendues linéaires;;;estensioni lineari;;;;;;;;;;;;;;;;;;;;;;;;;;;Cette branche concerne les entités spatiales linéaires observables dans la réalité physique. Elles peuvent être courbes ou droites, mais toujours continues. (d'après le DARIAH Backbone Thesaurus, v. 1.2.8);;;;;;;This term classifies one-dimensional shapes on a surface that are either straight or curved and can be defined by a connected series of unique x,y coordinate pairs/points forming a continuous path. The said points are all contained in it [2]. Linear extents can be used to show the geometry of linear features such as roads, rivers, contours, footpaths, flight paths and so on. [1] https://docs.qgis.org/2.8/en/docs/gentle_gis_introduction/vector_data.html#figure-geometry-polyline [2] https://en.wikipedia.org/wiki/Line_(geometry) NOTE: The kind of Physical feature, Built environment or Geopolitical unit -or part thereof, f.i. a mountain range, a road, a borders between two countries -providing the linear extent can be specified by coordinating this term with the suitable feature type, such as “linear extents of Physical features/ Built environments/ Geopolitical units”. (BBT V1.2.3) (en);;;Concept de niveau supérieur, utiliser de préférence des concepts plus spécifiques.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtWJqx3qlw07##https://ark.frantiq.fr/ark:/26678/pcrtYqQiDynWG8##https://ark.frantiq.fr/ark:/26678/pcrtzh7vmk5m37chhw6hfw4d;14143##27507##354572;https://ark.frantiq.fr/ark:/26678/pcrtqOnvbkSUvu;246756;;;https://vocabs.dariah.eu/bbt/Concept/0000053;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2020-04-20;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrtx8jkmjkjtt;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=264720&idt=TH_1;264720;26678/pcrtx8jkmjkjtt;geomorphologische Einheit;geomorphological unit;;unidad geomorfológica;unité géomorphologique;;;unità geomorfologica;;;;;;;;;;;;;;;;;;;;;;;;;;;Elément topographique ou bathymétrique dans un lieu géographique particulier (par exemple, une colline, une vallée fluviale, une chaîne de montagnes, etc.).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtYDB9FPbodK##https://ark.frantiq.fr/ark:/26678/pcrtb2NDSMc7rW##https://ark.frantiq.fr/ark:/26678/pcrtxKnfzXYMxK##https://ark.frantiq.fr/ark:/26678/pcrtdakpjJaSz5##https://ark.frantiq.fr/ark:/26678/pcrtNS4vm5u8xJ##https://ark.frantiq.fr/ark:/26678/pcrt28fUXAVb3Z##https://ark.frantiq.fr/ark:/26678/pcrtXStwkP2FfD##https://ark.frantiq.fr/ark:/26678/pcrtSVQn27vJz8##https://ark.frantiq.fr/ark:/26678/pcrtySs2lWdI4z##https://ark.frantiq.fr/ark:/26678/crtBrJQLX2v5w##https://ark.frantiq.fr/ark:/26678/pcrt8WIZYG4YAf##https://ark.frantiq.fr/ark:/26678/pcrtKYUiLbGDYc##https://ark.frantiq.fr/ark:/26678/pcrtcSwGKi6BiS##https://ark.frantiq.fr/ark:/26678/crtDBkg0LDMOw##https://ark.frantiq.fr/ark:/26678/pcrtbfzb76cm2h##https://ark.frantiq.fr/ark:/26678/pcrtp5s49qh1sw##https://ark.frantiq.fr/ark:/26678/pcrt7nHkxJNLlf##https://ark.frantiq.fr/ark:/26678/pcrtmDglThUK8S##https://ark.frantiq.fr/ark:/26678/pcrtf78wjnmgmw##https://ark.frantiq.fr/ark:/26678/pcrtvqmkztf2nw##https://ark.frantiq.fr/ark:/26678/pcrtn51gdb3v2g##https://ark.frantiq.fr/ark:/26678/pcrthj6qc6ph1nb2qw23sn4v##https://ark.frantiq.fr/ark:/26678/pcrt517m70vp21r5cx5vvwn2##https://ark.frantiq.fr/ark:/26678/pcrtne5NFkA4Ut##https://ark.frantiq.fr/ark:/26678/pcrtTmsmdUBp2S##https://ark.frantiq.fr/ark:/26678/pcrt25t8l4D2DF##https://ark.frantiq.fr/ark:/26678/pcrtXQ5ePy9ByB##https://ark.frantiq.fr/ark:/26678/pcrtvvmzLhYF0y##https://ark.frantiq.fr/ark:/26678/pcrt7ao5PbNGOh;13961##14338##14926##150536##15464##15738##16261##16293##17467##178295##19607##24135##24137##246218##266409##266806##27359##27484##353410##353966##353980##354363##354412##36479##36480##36503##36504##36505##36506;https://ark.frantiq.fr/ark:/26678/pcrt62rcqt2bt8;253860;;;https://www.wikidata.org/wiki/Q12766313;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2020-07-08;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrt5scrzxmbxqs6t6g41hs0;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=264805&idt=TH_1;264805;26678/pcrt5scrzxmbxqs6t6g41hs0;Gewässer;water resource;;cuerpo de agua;plan d'eau;;;specchio d'acqua;;;;water supply;;;;;;;;;;;;;;;;;;;;;;;Partie d'une rivière ou d'un lac aménagée pour certains sports nautiques.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtufGmq9oKDh##https://ark.frantiq.fr/ark:/26678/pcrtFdK3klNna0##https://ark.frantiq.fr/ark:/26678/pcrtj7UzwMo9cV##https://ark.frantiq.fr/ark:/26678/pcrtw9lK8RSghm##https://ark.frantiq.fr/ark:/26678/pcrtD9ainKPnan##https://ark.frantiq.fr/ark:/26678/pcrtSEg0ZTFHts##https://ark.frantiq.fr/ark:/26678/pcrt8MsNkDug7N##https://ark.frantiq.fr/ark:/26678/pcrtV7JugxY82K;150125##15383##15636##15766##24136##27381##35298##36481;https://ark.frantiq.fr/ark:/26678/pcrtYhDNuZnkql;246757;;;https://www.wikidata.org/wiki/Q3391202;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2020-07-29;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrtvcqtdq6w0dsv6xpmj4p0;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=265142&idt=TH_1;265142;26678/pcrtvcqtdq6w0dsv6xpmj4p0;;Corylus forest;;;corylaie;;;;;;;;;;;;;;;;;;;;;;;;;;;A forest composed of hazel trees. (according to AAT);;;Ensemble forestier constitué de noisetiers. (d'après AAT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2024-05-03 : modification de la définition en français, traduction du concept et de la définition en anglais, ajout d'une association.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtLnVNH2ynJc;14805;https://ark.frantiq.fr/ark:/26678/pcrttcRKMp4QdV;150495;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2020-09-29;2024-05-03
https://ark.frantiq.fr/ark:/26678/pcrtbfzb76cm2h;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=266409&idt=TH_1;266409;26678/pcrtbfzb76cm2h;Erosionsrinne;channel formed by erosion;;canal por erosión;chenal d'érosion;;;canale per erosione;;;;natural channels;;canal natural;chenal naturel;;;canale naturale;;;;;;;;;;;;;;;;;Bras actuel d'un cours d'eau. Figure sédimentaire formée en milieu subaquatique par creusement du à l’action d’un écoulement d’eau sur une surface meuble (Fernandes et al. 2021);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtiMWSFc5fJ2;155863;https://ark.frantiq.fr/ark:/26678/pcrtx8jkmjkjtt;264720;https://ark.frantiq.fr/ark:/26678/pcrtRfS52nulqt;21860;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2021-02-12;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrt0gq00h03p7;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=266790&idt=TH_1;266790;26678/pcrt0gq00h03p7;Lagerstätte (Geologie);mine;;yacimiento (geología);gîte (géologie);;;miniera;;;;flint mine##ore mine;;minería;gisement##gîte de silex##gîte métallifère;;;;;;;;;;;;;;;;;;;;Gisement de minerai ou de roche comportant un ou plusieurs matériaux susceptibles d’une exploitation (d'ap. Wikipedia, 2021);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtpszcnzfmtw##https://ark.frantiq.fr/ark:/26678/pcrt53c8nwnt0w##https://ark.frantiq.fr/ark:/26678/pcrt15tbzh4mdg##https://ark.frantiq.fr/ark:/26678/pcrthn12q6f676;266798##266800##266802##266804;https://ark.frantiq.fr/ark:/26678/pcrtSu7E2Qh0Xv;21375;https://ark.frantiq.fr/ark:/26678/pcrts8SiTTY3Ka##https://ark.frantiq.fr/ark:/26678/crtYQmrPQmygE;13093##177965;https://www.wikidata.org/wiki/Q3124531;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2021-04-21;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrtpszcnzfmtw;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=266798&idt=TH_1;266798;26678/pcrtpszcnzfmtw;primäre Lagerstätte;primary flint deposit;;yacimiento primario;gîte primaire;;;miniera primaria;;;;primary flint mine pit##primary flint mining site##primary flint quarry##primary lithic deposit##primary lithic mine pit##primary lithic mining site##primary lithic quarry;;;;;;;;;;;;;;;;;;;;;;;Les gîtes primaires sont caractérisés par la présence de la totalité du volume de la silicite encore dans son encaissant.(Fernandes et al., 2021);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrt0gq00h03p7;266790;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2021-04-23;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrt53c8nwnt0w;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=266800&idt=TH_1;266800;26678/pcrt53c8nwnt0w;subprimäre Lagerstätte;subsidiary flint deposit;;yacimiento subprimario;gîte subprimaire;;;miniera subprimaria;;;;subsidiary flint mining site##subsidiary lithic deposit##subsidiary lithic mining site;;;;;;;;;;;;;;;;;;;;;;;déf. en attente (Fernandes et al., 2021);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrt0gq00h03p7;266790;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2021-04-23;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrt15tbzh4mdg;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=266802&idt=TH_1;266802;26678/pcrt15tbzh4mdg;sekundäre Lagerstätte;secondary flint deposit;;yacimiento secundario;gîte secondaire;;;miniera secondaria;;;;secondary lithic deposit##secondary lithic mining site;;;;;;;;;;;;;;;;;;;;;;;Gisement dans lesquels les silicites sont déconnectées de leur roche mère (ou protolithe). Ainsi, les gîtes de colluvions (éboulis, grèzes, biefs à silex, coulées de solifluxions…) correspondent à des dépôts de versant peu distants de la formation de laquelle ils sont issus. Les moteurs de leur formation, qu’il s’agit d’identifier, sont divers (gravité, alternance gel/dégel, ruissellement…). De même, les gîtes secondaires des alluvions intègrent l’ensemble des silicites situées dans le lit des cours d’eau actif. (Fernandes et al., 2021).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrt0gq00h03p7;266790;https://ark.frantiq.fr/ark:/26678/pcrt4Jy2JE8F3U;24148;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2021-04-23;2023-08-02
https://ark.frantiq.fr/ark:/26678/pcrthn12q6f676;skos:Concept;https://pactols.frantiq.fr:443/opentheso/?idc=266804&idt=TH_1;266804;26678/pcrthn12q6f676;anstehender Felsen;rocky outcrop;;afloramiento rocoso;affleurement rocheux;;;affioramento roccioso;;;;ancient superficial deposits##exposed bedrock;;;;;;;;;;;;;;;;;;;;;;;Partie d’un terrain visible à la surface de la Terre. (Fernandes et al., 2021);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrt0gq00h03p7;266790;;;;;;;;https://ark.frantiq.fr/ark:/26678/pcrtSPHlY88HRW##https://ark.frantiq.fr/ark:/26678/pcrtnbDLi2FkAj;;;false;;;;2021-04-23;2023-08-02
